source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,n_sources,n_primary_sources,n_references,references_stripped
Q8IZK6,Q9GZU1,MCOLN2,MCOLN1,True,True,False,True,True,False,6,HINT:33961781;HINT:35271311;TRIP:16606612;TRIP:19557826;TRIP:19885840;TRIP:20736310,HINT;TRIP,2,2,6,16606612;19557826;19885840;20736310;33961781;35271311
Q9GZU1,Q8IZK6,MCOLN1,MCOLN2,True,True,False,True,True,False,6,HINT:33961781;HINT:35271311;TRIP:16606612;TRIP:19557826;TRIP:19885840;TRIP:20736310,HINT;TRIP,2,2,6,16606612;19557826;19885840;20736310;33961781;35271311
Q8TDD5,Q9GZU1,MCOLN3,MCOLN1,True,True,False,False,False,False,5,TRIP:19522758;TRIP:19557826;TRIP:19885840;TRIP:20736310;TRIP:23469151,TRIP,1,1,5,19522758;19557826;19885840;20736310;23469151
Q9GZU1,Q8TDD5,MCOLN1,MCOLN3,True,True,False,True,True,False,6,TRIP:16606612;TRIP:19522758;TRIP:19557826;TRIP:19885840;TRIP:20736310;TRIP:23469151,TRIP,1,1,6,16606612;19522758;19557826;19885840;20736310;23469151
Q8IZK6,Q8TDD5,MCOLN2,MCOLN3,True,True,False,True,True,False,7,TRIP:16606612;TRIP:19557826;TRIP:20736310;TRIP:23469151,TRIP,1,1,4,16606612;19557826;20736310;23469151
P14314,Q13563,PRKCSH,PKD2,True,False,True,True,False,True,1,TRIP:19801576,TRIP,1,1,1,19801576
Q9Y496,Q13563,KIF3A,PKD2,True,True,False,True,True,False,3,TRIP:16950792;TRIP:17008358;TRIP:17283055,TRIP,1,1,3,16950792;17008358;17283055
Q13190,Q13563,STX5,PKD2,True,False,True,True,False,True,1,TRIP:18836075,TRIP,1,1,1,18836075
P63244,Q9NZM6,RACK1,PKD2L2,True,False,True,True,False,True,1,TRIP:22174419,TRIP,1,1,1,22174419
P42574,O75822,CASP3,EIF3J,True,False,True,True,False,True,3,HPRD:10672017;SPIKE:10672017;SPIKE_LC:10672017,HPRD;SPIKE;SPIKE_LC,3,2,1,10672017
P42574,P16144,CASP3,ITGB4,True,True,True,True,False,True,2,SPIKE:17178732;SPIKE_LC:17178732,SPIKE;SPIKE_LC;Wang,3,2,1,17178732
O76064,P19793,RNF8,RXRA,True,True,False,True,True,False,8,HPRD:14981089;Lit-BM-17:14981089;SPIKE:14981089;SPIKE:16189514;SPIKE_LC:14981089;SPIKE_LC:16189514,HPRD;Lit-BM-17;SPIKE;SPIKE_LC,4,3,2,14981089;16189514
COMPLEX:P67775_Q15172_Q15257,P28749,PPP2CA_PPP2R5A_PTPA,RBL1,True,False,True,True,False,True,2,SPIKE:20663872;SPIKE_LC:20663872,SPIKE;SPIKE_LC,2,1,1,20663872
P49137,Q16539,MAPKAPK2,MAPK14,True,True,False,False,False,False,39,BioGRID:17395714;ELM:23047924;ELM:25255283;HINT:10581204;HINT:10922375;HINT:11042204;HINT:17255097;HINT:17395714;HINT:21675959;HINT:25852190;HINT:26496610;HINT:32649858;HINT:32707033;HINT:33961781;HINT:34686655;HINT:35271311;HPRD:7592979;HPRD:8846784;HPRD:9768359;InnateDB:10581204;InnateDB:17255097;IntAct:17255097;IntAct:21988832;IntAct:25241761;Lit-BM-17:10581204;Lit-BM-17:10922375;Lit-BM-17:11042204;Lit-BM-17:17255097;Lit-BM-17:17395714;Lit-BM-17:21675959;Lit-BM-17:21988832;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:25241761;Lit-BM-17:25852190;Lit-BM-17:26186194;Lit-BM-17:26496610;SPIKE:17395714;SPIKE_LC:17395714,BioGRID;ELM;HINT;HPRD;InnateDB;IntAct;Lit-BM-17;PhosphoPoint;SPIKE;SPIKE_LC;Wang,11,10,23,10581204;10922375;11042204;17255097;17395714;21675959;21988832;23047924;23455922;23602568;25241761;25255283;25852190;26186194;26496610;32649858;32707033;33961781;34686655;35271311;7592979;8846784;9768359
Q16539,P49137,MAPK14,MAPKAPK2,True,True,False,True,True,False,73,ACSN:11274345;ACSN:12738796;ACSN:15187187;ACSN:18039929;BioGRID:17395714;CA1:7592979;CA1:7923353;ELM:23047924;ELM:25255283;HINT:10581204;HINT:10922375;HINT:11042204;HINT:17255097;HINT:17395714;HINT:21675959;HINT:25852190;HINT:26496610;HINT:32649858;HINT:32707033;HINT:33961781;HINT:34686655;HINT:35271311;HPRD-phos:18669648;HPRD-phos:7592979;HPRD-phos:8846784;HPRD:7592979;HPRD:8846784;HPRD:9768359;InnateDB:10581204;InnateDB:17255097;IntAct:17255097;IntAct:21988832;IntAct:25241761;KEA:16456544;KEA:7592979;KEA:8846784;Lit-BM-17:10581204;Lit-BM-17:10922375;Lit-BM-17:11042204;Lit-BM-17:17255097;Lit-BM-17:17395714;Lit-BM-17:21675959;Lit-BM-17:21988832;Lit-BM-17:23455922;Lit-BM-17:23602568;Lit-BM-17:25241761;Lit-BM-17:25852190;Lit-BM-17:26186194;Lit-BM-17:26496610;Macrophage:17906627;ProtMapper:14499342;ProtMapper:18669648;ProtMapper:27898710;ProtMapper:7592979;ProtMapper:8846784;SIGNOR:14499342;SIGNOR:7592979;SIGNOR:8846784;SPIKE:15629715;SPIKE:9768359;SPIKE_LC:15629715;SPIKE_LC:9768359;SignaLink3:11042204;SignaLink3:11551945;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7592979;SignaLink3:8846784;SignaLink3:9768359;SignaLink3:9922370;dbPTM:8846784;phosphoELM:8846784,ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CA1;Cui2007;ELM;HINT;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG-MEDICUS;Lit-BM-17;MIMP;Macrophage;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;SignaLink3;Wang;dbPTM;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,39,25,39,10581204;10922375;11042204;11274345;11551945;12738796;14499342;15187187;15629715;16456544;17255097;17395714;17906627;18039929;18669648;18988627;21071413;21675959;21988832;23047924;23331499;23455922;23602568;25241761;25255283;25852190;26186194;26496610;27898710;32649858;32707033;33961781;34686655;35271311;7592979;7923353;8846784;9768359;9922370
P49137,Q13151,MAPKAPK2,HNRNPA0,True,True,False,True,True,False,10,HPRD:12456657;PhosphoSite:26602816;ProtMapper:12456657;ProtMapper:25716654;ProtMapper:26602816;SIGNOR:12456657;SPIKE:21173571;SPIKE_LC:21173571;dbPTM:17287340;dbPTM:20932473,HPRD;PhosphoPoint;PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;dbPTM;iPTMnet,13,8,6,12456657;17287340;20932473;21173571;25716654;26602816
P31483,P24522,TIA1,GADD45A,True,False,True,True,False,True,2,SPIKE:21173571;SPIKE_LC:21173571,SPIKE;SPIKE_LC,2,1,1,21173571
Q14103,P24522,HNRNPD,GADD45A,True,False,True,True,False,True,2,SPIKE:21173571;SPIKE_LC:21173571,SPIKE;SPIKE_LC,2,1,1,21173571
P49137,O95453,MAPKAPK2,PARN,True,False,True,True,False,True,11,PhosphoSite:20932473;ProtMapper:20932473;ProtMapper:28964725;ProtMapper:31936572;SIGNOR:20932473;SPIKE:21173571;SPIKE_LC:21173571;dbPTM:16964243;dbPTM:18669648;dbPTM:19690332;dbPTM:20932473,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,15,7,7,16964243;18669648;19690332;20932473;21173571;28964725;31936572
Q13151,P24522,HNRNPA0,GADD45A,True,True,False,True,True,False,2,SPIKE:21173571;SPIKE_LC:21173571,SPIKE;SPIKE_LC,2,1,1,21173571
O60674,P19235,JAK2,EPOR,True,True,False,True,True,False,24,BioGRID:8343951;Cellinker:9030561;HINT:11779507;HINT:30044226;HINT:8343951;HPRD-phos:12441334;HPRD:11779507;HPRD:12441334;HPRD:8343951;KEA:10579919;KEA:10660611;KEA:11443118;KEA:12027890;KEA:12441334;KEA:7559499;KEA:9573010;ProtMapper:12441334;ProtMapper:15212693;SIGNOR:12441334;SPIKE:12524467;SPIKE:18672044;SPIKE_LC:12524467;SPIKE_LC:18672044;phosphoELM:10579919,BEL-Large-Corpus_ProtMapper;BioGRID;Cellinker;Cui2007;HINT;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Wang;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,26,16,14,10579919;10660611;11443118;11779507;12027890;12441334;12524467;15212693;18672044;30044226;7559499;8343951;9030561;9573010
P19235,O60674,EPOR,JAK2,True,True,False,False,False,False,11,BioGRID:8343951;HINT:11779507;HINT:30044226;HINT:8343951;HPRD:11779507;HPRD:12441334;HPRD:8343951;SignaLink3:11779507;SignaLink3:18160720;SignaLink3:23331499;SignaLink3:8343951,BioGRID;Cui2007;HINT;HPRD;KEGG-MEDICUS;SignaLink3;Wang,7,7,6,11779507;12441334;18160720;23331499;30044226;8343951
B1AK53,Q9UKN7,ESPN,MYO15A,True,True,False,True,True,False,4,SPIKE:16206170;SPIKE_LC:16206170,SPIKE;SPIKE_LC,2,1,1,16206170
O95452,P29033,GJB6,GJB2,True,True,False,True,True,False,3,HPRD:14595769;SPIKE:19047647;SPIKE_LC:19047647,HPRD;SPIKE;SPIKE_LC,3,2,2,14595769;19047647
P29033,O95452,GJB2,GJB6,True,True,False,True,True,False,3,HPRD:14595769;SPIKE:19047647;SPIKE_LC:19047647,HPRD;SPIKE;SPIKE_LC,3,2,2,14595769;19047647
Q16539,Q01085,MAPK14,TIAL1,True,False,True,True,False,True,2,SPIKE:21173571;SPIKE_LC:21173571,SPIKE;SPIKE_LC,2,1,1,21173571
O95453,P24522,PARN,GADD45A,True,True,False,True,True,False,2,SPIKE:20932473;SPIKE_LC:20932473,SPIKE;SPIKE_LC,2,1,1,20932473
P49757,P46531,NUMB,NOTCH1,True,True,True,True,False,True,13,BioGRID:8755477;HINT:23252402;HINT:8755477;HPRD:12682059;HPRD:8755477;NetPath:8755477;SIGNOR:12682059;SPIKE:15358736;SPIKE:16713569;SPIKE:8755477;SPIKE_LC:15358736;SPIKE_LC:16713569;SPIKE_LC:8755477,BioGRID;Cui2007;HINT;HPRD;NetPath;SIGNOR;SPIKE;SPIKE_LC;Wang,9,8,5,12682059;15358736;16713569;23252402;8755477
Q01085,P24522,TIAL1,GADD45A,True,False,True,True,False,True,2,SPIKE:21173571;SPIKE_LC:21173571,SPIKE;SPIKE_LC,2,1,1,21173571
Q15915,Q92858,ZIC1,ATOH1,True,False,True,True,False,True,2,SPIKE:12642498;SPIKE_LC:12642498,SPIKE;SPIKE_LC,2,1,1,12642498
Q16539,P26651,MAPK14,ZFP36,True,True,True,True,True,False,4,KEA:17570479;SIGNOR:25815583;SPIKE:20599781;SPIKE_LC:20599781,KEA;NetworKIN_KEA;SIGNOR;SPIKE;SPIKE_LC,5,3,3,17570479;20599781;25815583
Q5TA89,Q92858,HES5,ATOH1,True,False,True,True,False,True,4,SPIKE:14757642;SPIKE:15358736;SPIKE_LC:14757642;SPIKE_LC:15358736,SPIKE;SPIKE_LC,2,1,2,14757642;15358736
Q92858,Q5TA89,ATOH1,HES5,True,True,False,True,True,False,4,SPIKE:14757642;SPIKE:15358736;SPIKE_LC:14757642;SPIKE_LC:15358736,SPIKE;SPIKE_LC,2,1,2,14757642;15358736
P49137,P26651,MAPKAPK2,ZFP36,True,True,True,True,False,True,33,HINT:14688255;HINT:18326031;HPRD-phos:14688255;HPRD-phos:18669648;HPRD:14688255;KEA:14688255;ProtMapper:14688255;ProtMapper:15535838;ProtMapper:16508015;ProtMapper:18669648;ProtMapper:19416727;ProtMapper:19542371;ProtMapper:20595389;ProtMapper:21776382;ProtMapper:22428854;ProtMapper:23028406;ProtMapper:23272005;ProtMapper:23602935;ProtMapper:24705157;ProtMapper:25535763;ProtMapper:26926077;ProtMapper:27220464;ProtMapper:27597652;ProtMapper:27708140;ProtMapper:28659609;ProtMapper:29444957;ProtMapper:33987205;ProtMapper:34090459;SIGNOR:14688255;SPIKE:20599781;SPIKE_LC:20599781;dbPTM:15014438;dbPTM:18669648,HINT;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG-MEDICUS;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;dbPTM;hprd_ProtMapper;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,25,12,25,14688255;15014438;15535838;16508015;18326031;18669648;19416727;19542371;20595389;20599781;21776382;22428854;23028406;23272005;23602935;24705157;25535763;26926077;27220464;27597652;27708140;28659609;29444957;33987205;34090459
P26651,P01375,ZFP36,TNF,True,False,True,True,False,True,3,BioGRID:21784977;SPIKE:20599781;SPIKE_LC:20599781,BioGRID;SPIKE;SPIKE_LC,3,2,2,20599781;21784977
P16220,P60568,CREB1,IL2,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
P46531,Q9Y219,NOTCH1,JAG2,True,False,True,False,False,False,8,HPRD:11006133;NetPath:11006133;SPIKE:11006133;SPIKE:15358736;SPIKE:16713569;SPIKE_LC:11006133;SPIKE_LC:15358736;SPIKE_LC:16713569,Baccin2019;CellCall;Cui2007;HPRD;NetPath;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC,8,6,3,11006133;15358736;16713569
Q9Y219,P46531,JAG2,NOTCH1,True,True,True,True,True,False,23,Baccin2019:1100613311006130;CellChatDB:22353464;CellTalkDB:22353464;Cellinker:11006133;Cellinker:22353464;Guide2Pharma:9315665;HPRD:11006133;ICELLNET:16921404;ICELLNET:21352254;ICELLNET:22503540;LRdb:11006133;NetPath:11006133;SIGNOR:9315665;SPIKE:11006133;SPIKE:16713569;SPIKE_LC:11006133;SPIKE_LC:16713569;SignaLink3:10958687;SignaLink3:11006133;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11006133,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Cui2007;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SPIKE_LC;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,36,23,12,10958687;11006133;1100613311006130;16713569;16921404;18988627;21071413;21352254;22353464;22503540;23331499;9315665
O00548,P46531,DLL1,NOTCH1,True,True,False,True,True,False,19,Baccin2019:1006133;Baccin2019:98194281;CellChatDB:22353464;CellTalkDB:22353464;Cellinker:11006133;Cellinker:22353464;Cellinker:9819428;HPRD:11006133;ICELLNET:21685328;LRdb:11;LRdb:9819428;NetPath:11006133;SIGNOR:16140393;SPIKE:11006133;SPIKE:17537801;SPIKE_LC:11006133;SPIKE_LC:17537801;connectomeDB2020:11006133;connectomeDB2020:9819428,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Cui2007;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SPIKE_LC;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,34,21,9,1006133;11;11006133;16140393;17537801;21685328;22353464;9819428;98194281
P46531,O00548,NOTCH1,DLL1,True,True,True,False,False,False,10,Baccin2019:11006133;HPRD:11006133;NetPath:11006133;SPIKE:11006133;SPIKE:15358736;SPIKE:17537801;SPIKE_LC:11006133;SPIKE_LC:15358736;SPIKE_LC:17537801;SignaLink3:21985982,Baccin2019;CellCall;Cui2007;HPRD;NetPath;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC;SignaLink3;Wang,10,8,4,11006133;15358736;17537801;21985982
Q15475,Q8NES3,SIX1,LFNG,True,True,False,True,True,False,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
P16220,P22301,CREB1,IL10,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
P16220,P05231,CREB1,IL6,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
Q15475,P32243,SIX1,OTX2,True,True,False,True,True,False,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
Q15475,A6NHT5,SIX1,HMX3,True,True,True,True,True,True,4,SPIKE:12874121;SPIKE:14695375;SPIKE_LC:12874121;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,2,12874121;14695375
Q15475,P56178,SIX1,DLX5,True,False,True,True,False,True,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
Q15475,P32242,SIX1,OTX1,True,True,False,True,True,False,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478,Q53ET0,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,CRTC2,True,False,True,True,False,True,4,SIGNOR:20577053;SIGNOR:21892142;SPIKE:20864035;SPIKE_LC:20864035,SIGNOR;SPIKE;SPIKE_LC,3,2,3,20577053;20864035;21892142
P16220,P14174,CREB1,MIF,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
Q15475,Q9UI36,SIX1,DACH1,True,True,True,True,True,True,5,HPRD:14628042;SPIKE:14695375;SPIKE:17035528;SPIKE_LC:14695375;SPIKE_LC:17035528,HPRD;SPIKE;SPIKE_LC,3,2,3,14628042;14695375;17035528
Q15475,Q96NX9,SIX1,DACH2,True,False,True,True,False,True,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
P16220,P01375,CREB1,TNF,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
Q13402,Q96QU1,MYO7A,PCDH15,True,True,False,True,True,False,4,SPIKE:16481439;SPIKE_LC:16481439,SPIKE;SPIKE_LC,2,1,1,16481439
Q96QU1,Q13402,PCDH15,MYO7A,True,True,False,True,True,False,4,SPIKE:16481439;SPIKE_LC:16481439,SPIKE;SPIKE_LC,2,1,1,16481439
P16220,P35354,CREB1,PTGS2,True,True,False,True,True,False,2,SPIKE:21084670;SPIKE_LC:21084670,SPIKE;SPIKE_LC,2,1,1,21084670
Q06546,Q16881,GABPA,TXNRD1,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
Q06546,P10599,GABPA,TXN,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
P16220,Q9GZX7,CREB1,AICDA,True,True,False,True,True,False,2,SPIKE:20864035;SPIKE_LC:20864035,SPIKE;SPIKE_LC,2,1,1,20864035
P27361,Q06546,MAPK3,GABPA,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
P28482,Q06546,MAPK1,GABPA,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
P50607,P28482,TUB,MAPK1,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
P50607,P27361,TUB,MAPK3,True,True,False,True,True,False,2,SPIKE:19114066;SPIKE_LC:19114066,SPIKE;SPIKE_LC,2,1,1,19114066
Q75NE6,O43521,MIR17HG,BCL2L11,True,False,True,True,False,True,2,SPIKE:20299512;SPIKE_LC:20299512,SPIKE;SPIKE_LC,2,1,1,20299512
Q92786,Q99684,PROX1,GFI1,True,False,True,True,False,True,2,SPIKE:18652815;SPIKE_LC:18652815,SPIKE;SPIKE_LC,2,1,1,18652815
Q99684,P49918,GFI1,CDKN1C,True,True,False,True,True,False,2,SPIKE:18652815;SPIKE_LC:18652815,SPIKE;SPIKE_LC,2,1,1,18652815
Q14145,Q06546,KEAP1,GABPA,True,False,True,True,False,True,4,BioGRID:19424503;BioGRID:34918396;SPIKE:19114066;SPIKE_LC:19114066,BioGRID;SPIKE;SPIKE_LC;Wang,4,3,3,19114066;19424503;34918396
Q92786,Q92858,PROX1,ATOH1,True,False,True,True,False,True,2,SPIKE:18652815;SPIKE_LC:18652815,SPIKE;SPIKE_LC,2,1,1,18652815
P23771,O15520,GATA3,FGF10,True,True,False,True,True,False,2,SPIKE:16806848;SPIKE_LC:16806848,SPIKE;SPIKE_LC,2,1,1,16806848
Q9NZI8,Q9Y297,IGF2BP1,BTRC,True,True,False,True,True,False,3,BioGRID:16778892;SPIKE:19106159;SPIKE_LC:19106159,BioGRID;SPIKE;SPIKE_LC,3,2,2,16778892;19106159
P23760,Q96NX9,PAX3,DACH2,True,True,False,True,True,False,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
Q96NX9,P23760,DACH2,PAX3,True,True,False,True,True,False,2,SPIKE:14695375;SPIKE_LC:14695375,SPIKE;SPIKE_LC,2,1,1,14695375
O94916,P15121,NFAT5,AKR1B1,True,True,False,True,True,False,4,SPIKE:15522988;SPIKE:18056707;SPIKE_LC:15522988;SPIKE_LC:18056707,SPIKE;SPIKE_LC,2,1,2,15522988;18056707
Q12951,Q06710,FOXI1,PAX8,True,True,False,True,True,False,2,SPIKE:12702667;SPIKE_LC:12702667,SPIKE;SPIKE_LC,2,1,1,12702667
P11487,Q12951,FGF3,FOXI1,True,True,False,True,True,False,2,SPIKE:12702667;SPIKE_LC:12702667,SPIKE;SPIKE_LC,2,1,1,12702667
P16220,Q9BYV9,CREB1,BACH2,True,True,False,True,True,False,2,SPIKE:20864035;SPIKE_LC:20864035,SPIKE;SPIKE_LC,2,1,1,20864035
O94916,P48065,NFAT5,SLC6A12,True,True,False,True,True,False,2,SPIKE:15522988;SPIKE_LC:15522988,SPIKE;SPIKE_LC,2,1,1,15522988
P31749,O15111,AKT1,CHUK,True,True,False,True,True,False,29,BioGRID:10485711;BioGRID:11278366;BioGRID:15710601;BioGRID:15800029;CancerCellMap:10485710;ELM:10485710;HPRD-phos:10485710;HPRD:10485710;InnateDB:10485710;KEA:10485710;KEA:12048203;KEA:17570479;KEA:18515365;Lit-BM-17:10485710;Lit-BM-17:10485711;Lit-BM-17:11278366;Lit-BM-17:15710601;Lit-BM-17:15800029;Lit-BM-17:25241761;NetPath:17660512;ProtMapper:10485710;ProtMapper:19609947;SIGNOR:19609947;SPIKE:10485710;SPIKE:19442713;SPIKE_LC:10485710;SPIKE_LC:19442713;dbPTM:10485710;dbPTM:19088076,BioGRID;CancerCellMap;Cui2007;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Wang;dbPTM;hprd_ProtMapper;iPTMnet;phosphoELM_MIMP,31,18,13,10485710;10485711;11278366;12048203;15710601;15800029;17570479;17660512;18515365;19088076;19442713;19609947;25241761
O94916,P53794,NFAT5,SLC5A3,True,True,False,True,True,False,2,SPIKE:15522988;SPIKE_LC:15522988,SPIKE;SPIKE_LC,2,1,1,15522988
O15111,P19838,CHUK,NFKB1,True,True,True,True,False,True,41,CancerCellMap:10469655;CancerCellMap:12482991;CancerCellMap:14743216;HINT:11297557;HINT:11976329;HINT:12482991;HINT:14743216;HINT:35271311;HPRD-phos:10469655;HPRD-phos:11158290;HPRD:11976329;InnateDB:10469655;IntAct:11297557;IntAct:12482991;KEA:10469655;KEA:11158290;KEA:11976329;KEA:12482991;Macrophage:15489227;Macrophage:15494311;Macrophage:16382138;NetPath:14743216;PhosphoSite:12482991;ProtMapper:10469655;ProtMapper:11246025;ProtMapper:11297557;ProtMapper:11976329;ProtMapper:27554194;SIGNOR:10469655;SIGNOR:11297557;SPIKE:12482991;SPIKE:14743216;SPIKE:16713569;SPIKE:19442713;SPIKE_LC:12482991;SPIKE_LC:14743216;SPIKE_LC:16713569;SPIKE_LC:19442713;phosphoELM:10469655;phosphoELM:11158290;phosphoELM:12482991,CancerCellMap;Cui2007;HINT;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;hprd_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,31,19,14,10469655;11158290;11246025;11297557;11976329;12482991;14743216;15489227;15494311;16382138;16713569;19442713;27554194;35271311
P27986,P31749,PIK3R1,AKT1,True,True,False,True,True,False,4,HPRD:10527852;NetPath:16799564;SPIKE:19442713;SPIKE_LC:19442713,HPRD;NetPath;PhosphoSite_ProtMapper;ProtMapper;SPIKE;SPIKE_LC;Wang,7,5,3,10527852;16799564;19442713
Q6P1J9,Q9UKF6,CDC73,CPSF3,True,True,False,True,True,False,2,SPIKE:19136632;SPIKE_LC:19136632,SPIKE;SPIKE_LC,2,1,1,19136632
P16220,Q00534,CREB1,CDK6,True,True,False,True,True,False,2,SPIKE:20864035;SPIKE_LC:20864035,SPIKE;SPIKE_LC,2,1,1,20864035
Q92797,Q05048,SYMPK,CSTF1,True,True,False,True,True,False,2,SPIKE:10669729;SPIKE_LC:10669729,SPIKE;SPIKE_LC,2,1,1,10669729
